,Steming,Label
11397,wakil ketua pssi zainudin amal harap timnas indonesia laga piala dunia indonesia coret tuan rumah,positif
11398,coba bahas sanksi fifa indonesia copot indonesia tuan rumah piala dunia,negatif
11399,elektabilitas ganjar indonesia batal tuan rumah piala dunia,negatif
11401,indonesia batal gelar piala dunia koster ajak doa israel coret,positif
11403,bro baca surat kanjuruhan batal piala dunia indonesia,netral
11404,kait polemik keikutsertaan tim israel piala dunia indonesia naif ajang olahraga kait politik politik politisasi ajang olahraga maret,positif
11405,indonesia resmi batal tuan rumah piala dunia batal imbas tolak datang timnas israel tanggap masyarakat banjir kantor pssi kirim karang bunga yld,negatif
11406,indonesia belah tuju tuju israel laga piala dunia selenggara indonesia segenap fakta bukti hakikat politik lepas olahraga,netral
11407,kondisi akan batal gelar piala dunia tolak team israel surat resmi fifa serius usut kanjuruhan,negatif
11408,indonesia pilih tuan rumah piala dunia oktober israel resmi serta piala dunia juni hubung,netral
11409,piala dunia rencana selenggara indonesia tuan rumah resmi batal fifa thread,netral
11410,mimpi timnas indonesia piala dunia dadak sirna kali lolos jalur tuan rumah solusi mudah,negatif
11411,tanggal april rilis indonesia tuan rumah piala dunia april mop,negatif
11413,bocor pssi perintah panitia piala dunia,negatif
11414,fifa resmi coret indonesia tuan rumah piala dunia fifa hubung tolak timnas israel masuk indonesia berita,netral
11415,hancur harap anak bangsa laga pildun gara urus politik olahraga dicampuradukkan ujung indonesia ju coret kandidat tuan rumah piala dunia dunia olahraga indonesia maju,positif
11416,bagak kecewa nolak israel laga piala dunia nolak israel berani terima konsekuensi,positif
11417,sesal sedih bicara narik simpati piala dunia indonesia batal pdip sesal sedih,negatif
11418,wali kota surakarta gibran rakabuming raka enggan batal selenggara piala dunia indonesia turut pssi induk sepak bola indonesia milik event gelar,negatif
11419,indonesia batal tuan rumah piala dunia pegang lisensi merchandise kecewa kena dampak,negatif
11421,suporter cemas psm makassar gagal tampil piala afc indonesia banned fifa imbas batal indonesia tuan rumah piala dunia via,negatif
11422,indonesia batal tuan rumah piala dunia timnas gagal main ancam sanksi bayang bayang pssi berita,negatif
11423,sakit hati sakit hati indonesia gagal tampil piala dunia,negatif
11424,manusia sial sok pahlawan cuci tangan koster ajak warga doa fifa coret israel piala dunia,positif
11425,batal indonesia tuan rumah piala dunia muncul karang bunga halaman gedung gbk arena banyak semangat erick thohir,positif
11426,atur menteri negeri landas hukum tolak israel tampil piala dunia izin pengibaranpenggunaan bendera lambang atribut kumandang lagu bangsa israel wilayah republik indonesia,negatif
11427,indonesia batal tuan rumah piala dunia latih israel hormat,positif
11428,batal indonesia tuan rumah piala dunia indonesia sanksi fifa mari dukung semangat dukung doa indonesia hindar sanksi berat fifa,positif
11429,doa anak mati keran sepakbola kabul piala dunia batal,negatif
11430,erick thohir buka suara batal indonesia tuan rumah piala dunia erick nge tweet warna hitam identik warna duka,negatif
11432,semangat kepala lu lu ajak ngobrol coba anak anak sakit hati mimpi main piala dunia kandas lempar bola syukur,positif
11433,rame batal piala dunia,netral
11434,yes enak tuhcba ajastlh jdi piala dunia,positif
11435,fifa resmi coret ri host piala dunia rugi triliun,negatif
11436,thread ganjar kecewa indonesia batal tuan rumah piala dunia,negatif
11437,pegang lisensi merchandise piala dunia dampak coret indonesia tuan rumah,netral
11438,wakil presiden maruf amin ajak sikap lapang dada perihal putus fifa batal indonesia tuan rumah piala dunia lengkap,negatif
11439,asnawi mangkualam respons tohok kait batal indonesia tuan rumah piala dunia pria karier korea selatan,negatif
11440,israel tolak piala dunia world beach games negara partisipasi ajang,negatif
11441,kabar faktor fifa ambil vonis hembus kabar trauma koster peristiwa bom bal pikir fifa induk sepak bola planet judi aman serta piala dunia,positif
11442,utas standar ganda pukul fifa coret indonesia tuan rumah piala dunia tolak hadir timnas israel lempar gubernur bal wayan koster anggap salah alas,positif
11443,langsung kirim rumah orang nolak jenis merchandise piala dunia claim orang tolak kemarin mikir dampak kesini umk umkm langsung kirim kesanaaaa,negatif
11444,gagal tuan rumah piala dunia sty,negatif
11445,fifa coret indonesia tuan rumah piala dunia pdip salah pssi lobi lobi lemah,negatif
11447,gubernur bal wayan koster ajak warga doa fifa coret timnas israel piala dunia,positif
11450,batal tuan rumah piala dunia ganjar kecewa,negatif
11451,masyarakat babel kecewa piala dunia udibatalkan,negatif
11453,buya yahyaangkat bicara tolak terhadapisraeldipiala dunia udi indonesia,negatif
11454,zainudin amal piala dunia indonesia batal tragedi kanjuruhan,positif
11456,sasar tembak et elektabilitasnya piala dunia sukses angkat nama et,positif
11457,palestina vs anak bangsa thread sambut helat piala dunia harap even laku industri siap sambut gelar kepada gtgtgt,positif
11458,gubernur bal wayan koster ajak warga doa tuntut adil fifa batal indonesia tuan rumah piala dunia maaf pantas tuhan mendenggarnya,positif
11460,tanggap reza arap indonesia batal tuan rumah piala dunia lagu hapus,netral
11461,indonesia batal tuan rumah piala dunia samrin girsang ambil hikamahnya,negatif
11464,tolak bal jawa pukul telak provinsi menandatangani government guarantee laksana piala dunia kepada mei juni ingkar government guarantee ingkar komitmen layak presiden,positif
11466,salah sipelaku citra dungu rakus jabat indonesia gagal tuan rmh piala dunia,negatif
11467,ppp sepakat ganjar antitesis jokowi kait urus piala dunia ketua dpp ppp awiek nilai urus sepak bola konversi politik,negatif
11468,stars indonesia batal tuan rumah piala dunia tragedi kanjuruhan,negatif
11469,big piala dunia tanah air batal latih timnas indonesia normal,negatif
11471,karang bunga emak emak duga pesan kaki tangan belasungkawa batal piala dunia sepakbola indonesia alami mimpin organisasi usaha politis susah maju coba ksih ahli,negatif
11472,ahli tata negararefly harun lontar nyata kejut batal indonesia tuan rumahpiala dunia,negatif
11473,kerja keras main latih piala dunia ngerasa kasi sm netizen teriak teriak alah gajadi tampil piala dunia giveaway kecewa hubung sm tragedi salah,negatif
11474,gubernur jawa ganjar pranowo main timnas indonesia siap tampil piala dunia patah arang ganjar situasi kiamat fifa pssi banned,negatif
11475,tolak timnas israel tampil piala dunia indonesia kuat ekonomi israel,positif
11476,ganjar pranowo pesan semangat timnas indonesia ancam batal main piala dunia turut kiamat,negatif
11478,eks menpora zainudin amal maaf indonesia batal tuan rumah piala dunia,positif
11479,yana harap timnas indonesia tanding piala dunia,positif
11480,rp miliar ludes renovasi stadion piala dunia batal selenggara indonesia,netral
11482,gagal tampil piala dunia kadek arel kubur mimpi,negatif
11483,coret indonesia tuan rumah piala dunia dampak sektor pariwisata,netral
11484,wapres gagal tuan rumah piala dunia kiamat,negatif
11485,madura united dorong main muda semangat piala dunia indonesia batal,positif
11486,indonesia batal tuan rumah piala dunia afnan hadikusumo,negatif
11487,amat batal piala dunia mundur ekonomi indonesia,netral
11488,mr white kayak pean blunder deh nyata ganjar tolak timnas israel piala dunia,positif
11489,unpopuler opinion pakai alas israel ketidaksiapan indonesia tuan rumah piala dunia,positif
11490,ku fair jabat overall ku erick thohir all out selesai kemelut piala dunia,negatif
11491,lampias cabut status tuan rumah piala dunia jaga infrastruktur fisik kembang tingkat kualitas titik jadi sarana piala dunia,positif
11492,guys alas utama fifa cabut indonesia tuan rumah piala dunia tragedi kanjuruhan sikap tolak tim israel laga indonesia,negatif
11493,indonesia batal gelar piala dunia anggar negara rp triliun buang sia sia pssi fifa,negatif
11494,komentar pssi kait kontroversi datang timnas israel piala dunia,netral
11495,gubernur jawa komentar batal penyelengaraan piala dunia indonesia ganjar salah kepala daerah tolak hadir timnas israel,negatif
11496,bukti surat sampai batal piala dunia indonesia lihat baca kanjuruhan oktober timbang helat piala dunia batal indonesia orang israel,positif
11497,daftar politis indonesia tanda milenial referensi red flag milu tolak timnas israel piala dunia batal laksana fifa indonesia utas,negatif
11498,fifa coret indonesia tuan rumah piala dunia reaksi media israel inews,netral
11499,habis pikirkeikutsertaan israel lolos piala dunia tolak jelang piala dunia berlangsungkelihat struktur penolakannyabuat menjorokin nama indonesia jurang,negatif
11500,gadunslot jakabaring batal gelar piala dunia gubernur sumsel hormat putus fifa,positif
11502,hahahaha guob ri batal tuan rumah piala dunia koster mari doa fifa coret israel klik baca kompascom baca berita iklan download aplikasi,positif
11504,fifa batal indonesia tuan rumah piala dunia israel kanjuruhan selesai,negatif
11507,batal indonesia tuan rumah piala dunia undang kecewa main timnas indonesia kubur mimpi main piala dunia yld,negatif
11508,caci maki netizen batal tuan rumah piala dunia ganjar yo nggak papa,negatif
11509,wakil presiden maruf amin nilai batal fifa status indonesia tuan rumah piala dunia kiamat,netral
11510,uang rp miliar renovasi stadion fifa batal indonesia tuan rumah piala dunia caritau lengkap,netral
11511,pssi harap timnas indonesia izin main piala dunia,positif
11512,pdip pks fpi hti mui wayan koster ganjar hasto kristiyantopuan kecewa piala dunia indonesia,netral
11514,orang sakit ikut timnas piala dunia banding tewas suporter kanjuruhan reminder suporter tewas anggap tinggal angin,negatif
11515,gagal deh liat anak anak hebat indonesia main piala dunia jalan mimpi,positif
11516,ig ganjar pranowo serbu netizen buntut batal piala dunia netizen kecewa berat,negatif
11517,bupati bandung kecewa piala dunia batal gelar indonesia,negatif
11518,maki maki batal piala dunia bingung ngetag sapa cuci tangan,negatif
11519,bupati bandung kecewa indonesia batal tuan rumah piala dunia,negatif
11520,indonesia batal tuan rumah piala dunia pesan bijak wapres maruf,positif
11521,indonesia gagal tuan rumah piala dunia penuh syarat fifa,negatif
11522,pikir negara indonesia negara cinta gagal tuan rumah piala dunia alas tolak timnas israel maen indonesia tolak kacung negera belah jajah israel,netral
11523,tanggap batal piala dunia,netral
11525,perkara batal piala dunia indonesia israel ansi murni mati suporter orang kanjuruhan akan batal tolak israel,negatif
11527,inaca sayang ri batal tuan rumah piala dunia manfaat ekonomi,netral
11530,presiden kait aksi bela palestina larang israel piala dunia,negatif
11531,gerindra kecewa fifa batal indonesia tuan rumah piala dunia,negatif
11532,tribunnews latih latih timnas indonesia shin tae yong urung kamar hotel kabar indonesia coret piala dunia aku sakit hati,negatif
11534,masak nanyaa neh piala dunia jdi indo,positif
11536,selamat hasil bunuh harap anak muda ina brlaga piala dunia,positif
11537,indonesia batal gelar piala dunia elektabilitas ganjarpranowo,negatif
11538,indonesia gagal tuan rumah piala dunia kronologi alas,negatif
11539,tenang gibran tum pssi plan ri batal tuan rumah piala dunia,positif
11540,gara gara batal tuan rumah piala dunia capres aspirasi pilih muda,netral
11541,indonesia batal piala dunia pakar kondisi psikologi main timnas,negatif
11542,kapok batal indonesia tuan rumah harap fifa coret israel ajang piala dunia lucu nama tua pikir anak paud,positif
11543,dudeee kompetisi saing sehat olahraga hebat gara gara tolak ada israel piala dunia percaya timnas indonesia lakuin gausah campur hebat bidang kawan,positif
11544,wayan koster trauma bom bal alas fifa cabut hak tuan rumah piala dunia indonesia kacok,negatif
11545,gagal piala dunia tragedi kanjuruhan ungkit karma,negatif
11546,tangis kecewa timnas kala indonesia gagal tuan rumah piala dunia,negatif
11547,batal puasa indonesia batal piala dunia,netral
11548,jual merchandise piala dunia dilarisin yuk gaes lang tuding antem live televisi rejeki beli cerita anak cucu negara masuk piala dunia,negatif
11549,kenal badak jawa maskot piala dunia ujung kulon,netral
11550,harap timnas batal laga fifa cabut indonesia tuan rum piala dunia fifa,positif
11551,kadrun teriak israel hadir piala dunia indonesia tuan rumah stlh hasil gagal indonesia tuan rumah tuding perintah jokowi main politik identitas hmmpdip genk mula rapat baris,negatif
11552,pulih ekonomi porak poranda argentina ngebet ganti indonesia tuan rumah piala dunia,netral
11553,kabar negara sanggup tuan rumah piala dunia setatus tuan rumah kembali indonesia,positif
11554,indonesia batal gelar piala dunia bek psis khawatir sanksi fifa,negatif
11555,asnawi komentar tohok indonesia batal gelar piala dunia,negatif
11556,sesal dtangnya bos kronologi ganjar tolak israel kecewa piala dunia ri batal,negatif
11557,indonesia batal gelar piala dunia amat langgar pssi tumpuk fifa,negatif
11558,indonesia gagal gelar piala dunia ganjar pranowo kecewa lengkap,negatif
11560,asisten latih timnas indonesia nova arianto kecewa temu main piala dunia gagal gelar tanah air,negatif
11561,piala dunia ngatur fifa tolak timnas israel indonesia batal tuan rumah selamat menang silah senang senang,positif
11563,pbnu sudah polemik ri batal tuan rumah piala dunia,negatif
11564,piala dunia indonesia batal mantan latih sika kecewa lihat mimpi anak bangsa,negatif
11566,geger geden batal piala dunia indonesia bahas utama ramadan dpi sore komentar pundit tungguin live jam wib jebreeetmedia tv,netral
11567,lepas tolak israel campur politik tragedi kanjuruhan sepenuh selesai korban dapet adil indonesia emang pantes tuan rumah piala dunia,negatif
11568,sadar gubernur jawa ganjar pranowo aku kecewa indonesia batal tuan rumah piala dunia uganjar salah kepala daerah tolak datang timnas israel ajang,negatif
11569,visual kait kronologi batal piala dunia indonesia,netral
11570,batal indonesia tuan rumah piala dunia fifa opini dah putus,negatif
11571,timnas batal laga piala dunia maruf amin proses,negatif
11572,dampak piala dunia batal indonesia peluang ganjar nyapres tipis,positif
11573,hitung anggar siap piala dunia,netral
11574,komentar gub bal piala dunia batal gelar indonesia gubernur bal wayan koster lantang tolak keikutsertaan israel sayang,negatif
11575,pssi harap timnas indonesia tampil piala dunia tuan rumah baru,positif
11576,jabat pssi gagal tanding piala dunia indonesia tolak tim israel fifa pasca tragedi oktober tragedi kanjuruhan,negatif
11577,indonesia batal tuan rumah piala dunia karang bunga penuh kantor pssi,negatif
11578,hebat banget fifa taruh event piala dunia sampe tunggu momen ganti tuan rumah logika tragedi kanjuruhan indonesia ganti nunjuk tuan rumah ganti sesimple,positif
11579,indonesia batal tuan rumah piala dunia argentina salah kandidat kuat ganti,positif
11580,ganjar pranowo tuding biang keladi batal piala dunia nyata tolak timnas israel,negatif
11581,tolak israel salah anggota serta pildun tolak indonesia tuan rumah helat piala dunia ganjar sesal tolak israel serta team mari ajar sabar,negatif
11582,gagal indonesia tuan rumah piala dunia wapres kiamat,negatif
11583,ri gagal tuan rumah piala dunia umkm kecewa berat gagal raup omset miliar,negatif
11584,sedih main timnas kecewa pasca indonesia batal tuan rumah piala dunia,negatif
11585,latih latih timnas indonesia shin tae yong urung kamar hotel kabar indonesia coret piala dunia aku sakit hati main ld,negatif
11587,tolak timnas israel main indonesia piala dunia batal fifabisa piala dunia jalur tuan rumah tinggal main persulitsampun paham dereng menawi dereng nggeh maem rumiyin,negatif
11588,ngarep ntar pas april erick thohir april mop indonesia tetep tuang rumah piala dunia,negatif
11589,gubernur sumatera selatan herman deru kecewa indonesia batal tuan rumah piala dunia,negatif
11590,bahagia nonton timnas banggan tampil piala dunia,positif
11591,imbas indonesia batal tuan rumah piala dunia amat pdip hantam elektoral negatif,negatif
11592,lirik lagu lagu lagu bola project viral indonesia batal tuan rumah piala dunia,netral
11593,pakar ekonomi ums dampak batal piala dunia soloraya,netral
11594,main timnas indonesia kecewa media sosial piala dunia batal gelar indonesia,negatif
11596,duka indonesia batal tuan rumah piala dunia erick thohir unggah foto hitam,negatif
11597,batal piala dunia untung anies baswedan,positif
11598,materil rugi besar pasca indonesia coret tuan rumah piala dunia,negatif
11599,kecewa anak anak impi besar latih hancur lebur orang orang campur urus politik sepak bola piala dunia kecewa sedih banget dengar batal,negatif
11600,fakta batal piala dunia indonesia sedia mei rangkum,netral
11601,duta palestina zuhair al shun masalah hadir israel piala dunia indonesia full video youtube,negatif
11602,bangsa jebak tatap gerak maju piala dunia selamat tinggal indonesia limut mu moga relevansi tindak,negatif
11604,pdi juang sayang batal piala dunia indonesia palestina,negatif
11605,fifa batal indonesia tuan rumah piala dunia tragedi kanjuruhan alas warga indonesia tolak serta israel,negatif
11606,isi soundtrack lyodra ziva kecewa piala dunia batal ri,negatif
11607,gubernur bal wayan koster aku harap putus fifa harap piala dunia laksana bal,positif
11608,medsos ganjar rujak warganet piala dunia batal ri,netral
11609,wapres indonesia gagal tuan rumah piala dunia kiamat,negatif
11610,dikta duga tulis sindir sarkas imbas indonesia gagal tuan rumah piala dunia amputmmediumsocialamputmsourcetwitter,negatif
11611,serius perintah daerah calon selenggara piala dunia parameter nilai fifa bangun baik sempurna sarana prasarana wujud selesai,positif
11612,wakil ketua pssi proses naturalisasi justin hubner ivar jenner rafael struick piala dunia batal gulir indonesia,netral
11614,piala dunia batal gelar indonesia main timnas pukul,netral
11615,wayan ganjar sah panik rilex ajadan ucap terimaksih kpd dua tolak fifa resmi batal indonesia tuan rumah piala dunia,positif
11616,indonesia gagal tuan rumah piala dunia psti salah,negatif
11617,hebat skenario ganjar kamera tarik perhati masiarakat dukung piala dunia negeri cinta inipak ganjar hormat dari ntt membutukn pimpin negara cinta dngan orang munafik,positif
11618,respons jokowi indonesia batal tuan rumah piala dunia,netral
11619,federasi sepakbola internasional fifa resmi umum batal indonesia tuan rumah piala dunia kondisi indonesia kondusif alas fifa ambil putus,netral
11621,piala dunia indonesia batal fadli zon fifa terap standar ganda,netral
11622,sanksi indonesia krna batal indonesia mnjdi tuan rumah piala dunia caleg pks jaga marwah bangsa pdhl bahan giring opini ricuh memprovokasiamp besar pro kontra masyarakat,negatif
11623,ganjar tu mudeng bola ngefans mu gara ngikutin istri piala dunia mudeng semarang kasih undang nonton laga liga istri empat final piala presiden,negatif
11624,terima kasih juang utus jalan tugas wakil indonesia fifa piala dunia laksana terima kasih jerih payah hasil baik,negatif
11625,piala dunia indonesia batal shin tae yong kurang porsi latih timnas,netral
11626,pandang orang tolak timnas israel piala dunia saksi episode pro kontra israel piala dunia kanal youtube metrotvnews,negatif
11627,nolak kecewa oleng kabeh pks kecewa piala dunia batal ri fifa terima qatar tolak lgbt,negatif
11628,fifa pasti ada piala dunia indonesia patah hati semangat stay tune samping berita genus julio berita senang hati,negatif
11629,ganjar pranowo aku kecewa indonesia gagal gelar piala dunia,negatif
11630,piala dunia indonesia batal ramai ganjar pranowo rujak main timnas indonesia,netral
11632,piala dunia batal gelar indonesia drama polemik puncak impi anak muda indonesia tunda,negatif
11633,krna mnjdi tuan rumah piala dunia indonesia mrupakan slah sempat maju sepakbola indonesia,positif
11634,dukacita batal indonesia tuan rumah piala dunia,netral
11637,plt menpora muhadjir effendy putus fifa cabut status indonesia tuan rumah piala dunia kecewa,negatif
11639,batal piala dunia game changer milu ketua dewan pakar pan dradjad wibowo dampak,netral
11640,nova arianto asisten latih timnas indonesia tetes air mata bicara hadap hokky caraka cs mimpi laga piala dunia sirna,positif
11641,piala dunia batal indonesia kanjuruhan tolak timnas israel,negatif
11642,timnas indonesia piala dunia inisyaratnya,netral
11643,gagal tuan rumah piala dunia indonesia hilang potensi ekonomi rp triliun,negatif
11644,fifa resmi copot status indonesia tuan rumah piala dunia sikap ketua paguyuban suporter timnas indonesia harap jebak situasi salah,positif
11645,bayang rugi tiket pesawat hotel dibooking akomodasi bus vendor catering sponsor acara biaya buat maskot piala dunia alias boneka bacuya rugi taksir capai trilyunan rupiah,negatif
11647,anggota komisi dpr sesal fifa batal piala dunia indonesia,negatif
11649,gagal indonesia tuan rumah piala dunia urus olahraga nuansa politik kental kait alas tolak timnas israel laga indonesia,netral
11650,shin tae yong aku rasa betapa lelah main timnas kait bulan piala dunia,positif
11651,main timnas kompastv pesan ganjar pranowo wayan koster fifa batal indonesia tuan rumah piala dunia,negatif
11653,puasa taun puasa ramadan gapernah bolongbatal piala dunia batal,positif
11654,serang netizen gegara piala dunia batal indonesia ganjar serang anak istri,negatif
11655,dpr pssi lobi fifa timnas tampil piala dunia,netral
11658,zainudin amal tegas batal piala dunia indonesia sebab tragedi kanjuruhan,negatif
11659,jual suvenir resmi piala dunia dampak baca akses praktis aplikasi unduh,negatif
11660,suka suka banget sepakbola dengar kabar negara batal tuan rumah piala dunia sesak hati miris lepas tragedi kanjuruhan konflik tetangga palestina sayang,negatif
11661,ayo semangat latihanya sebentar piala dunia latih atus ratus jam eh gajadi nyesek kena gas air mata,negatif
11662,bupati bandung dadang supriatna wali kota bandung yana mulyana hormat batal indonesia tuan rumah piala dunia sayang dampak sepak bola tanah air,netral
11663,ganjar koster tolak israel piala dunia hasto sikap fifa,negatif
11664,deret artis kecewa indonesia batal tuan rumah piala dunia,negatif
11665,reaksi reza arap indonesia batal tuan rumah piala dunia,netral
11666,giat wisata youtuber sepak bola kecewa piala dunia batal gelar,negatif
11667,indonesia batal tuan rumah piala dunia pelatin timnas shin tae young aku sakit hati nyata,negatif
11668,fadli zon piala dunia batal politik tebang pilih fifa nyata indo pos,netral
11669,indonesia tuan rumah piala dunia batal pandemi geser tahun milu hahahaha,positif
11670,ganjar kecewa piala dunia batal gelar indonesia,negatif
11671,anggap biang kerok indonesia batal tuan rumah piala dunia ganjar pranowo kena getah,netral
11672,serang kait piala dunia elektabilitas ganjar pranowo kuat,positif
11674,jejerke ganjar hidayat nur wahid ngaku kecewa indonesia gagal tuan rumah piala dunia bestiean cocok,negatif
11675,batal tuan rumah piala dunia akun ig ganjar serbu main timnas indonesia,netral
11676,piala dunia batal indonesia saiful anam jokowi kalah telak pdip,negatif
11677,korban ri palestina gede banget investasi piala dunia,netral
11678,btalnya gelar piala dunia indonesia dampak bbrpa,positif
11679,bahas batal indonesia host piala dunia charly van houten kena rujak ngerti minimal diam,netral
11680,erick thohir indonesia tegar batal tuan rumah piala dunia,positif
11681,kemarin cibir piala dunia indonesia gelombang patah hati nusantara dasar,negatif
11682,waketum pssi zainudin amal dukung langsung tim nasional amal harap skuad garuda muda laga piala dunia status tuan rumah ehmm komentar,positif
11683,tuan rumah piala dunia selenggara heheehee tolak lupa tragedi kanjuruhan,negatif
11684,piala dunia piala dunia,netral
11685,hokky caraka penggawa timnas indonesia kuasa tahan kecewa putus fifa kati batal status tuan rumah indonesia piala dunia,positif
11686,thread indonesia batal tuan rumah piala dunia hokky caraka sindir ganjar pranowo,negatif
11687,profil stadion gbla bandung batal venue piala dunia indonesia batal tuan rumah,negatif
11688,latih timnas indonesia shin tae yong anggap wajar main kecewa batal piala dunia indonesia,negatif
11689,curah rabbani tasnim striker timnas gagal laga ajang piala dunia,negatif
11690,piala dunia partai kuasa presiden kepala daerah koordinasi komentar tokoh partai sontoloyoserasa sepenuh hati dukung program perintah gagal pildun untung kadrun,positif
11691,jokowi ramal dukung prabowo ri batal gelar piala dunia amat ganjar putus lat,positif
11692,komentar gubernur wayan koster piala dunia indonesia batal,netral
11693,yana mulyana sayang batal piala dunia main timnas kecewa,negatif
11694,tolak tim israel tolak putus fifa israel pilih juang kerja keras ikut tentu seleksi fifa tolak israel tolak penyelenggaran piala dunia sali jadi ajar asbun,negatif
11696,pasca umum batal indonesia tuan rumah piala dunia fifa main tim nasional curah isi hati media sosial mata najwa,netral
11697,nyata gubernur bal wayan koster tuding provokasi fifa batal piala dunia indonesia,negatif
11698,putus pdi tolak serta israel hadir indonesia pentas piala dunia bukti pdi radikal menglahkan pks hti fpi,negatif
11699,plot twist indonesia tuan rumah piala dunia,netral
11700,klik bola gol berita kini dosen hubung internasional university of queensland ahmad rizky umar batal indonesia tuan rumah piala dunia preseden buruk kapasitas indonesia menjad,negatif
11701,butuh obat kecewa sedih timnas piala dunia etalase club club asia,negatif
11702,gw utas informatif detail sebab batal indonesia tuan rumah piala dunia palestina kanjuruhan timbul pdi ganjar koster kompak,netral
11704,skema zero down time pln siap piala dunia solo batal,positif
11705,sedih media asing sorot ri batal tuan rumah piala dunia,negatif
11706,amat sepak bola akmal marhali tuntut indonesia gagal tuan rumah piala dunia,negatif
11707,indonesia batal tuan rumah piala dunia temu doha rabu ramai media sosial netizen cemas sanksi fifa indonesia,negatif
11708,zionis israel sebab helat piala dunia indonesia coba zionis israel jajah detik apa konstitusi amanah uud alenia jajah hapus muka bumi,positif
11709,piala dunia batal kiamat bpk mundur gubernur partai partai bubar masyarakat golput semua kiamat lucu pimpin negeti,positif
11710,breaking israel pulang tuan rumah piala dunia tanding damn,netral
11711,piala dunia batal gelar indonesia gpp ac mil main ucl,positif
11713,indonesia fifa tuan rumah piala dunia,netral
11714,shin tae yong kurung kamar dengar piala dunia batal,netral
11715,koster angkat suara batal tuan rumah piala dunia,netral
11716,piala dunia heboh kiamat selesai tragedi kanjuruhan tel ratus korban piala dunia turnamen junior,negatif
11718,indonesia gagal tuan rumah piala dunia erick thohir juang maksimal,negatif
11719,wakil ketua pssi zainudin amal ragu rencana indonesia ikut bidding tuan rumah piala dunia indonesia gagal gelar piala dunia fifa batal indonesia tuan rumah piala dunia jamin aman israel,negatif
11720,takar elektabilitas ganjar indonesia batal tuan rumah piala dunia,netral
11721,tetap enam kota tuan rumah piala dunia umum maret umum cepat perintah kesiap infrastruktur kota kota selenggara,positif
11723,vidio ganjar pranowo aku kecewa indonesia batal tuan rumah piala dunia ybs salah gubernur tolak timnas israel kecewa respon pertama,negatif
11724,shin tae yong kontrak timnas indonesia habis piala dunia batal indonesia sty out,negatif
11725,perihal tolak israel pdip hasto sebut pesan fundamental suara manusia hubung antarbangsa tolak gelar piala dunia helat indonesia,negatif
11727,gubernur jawa ganjar pranowo tanggap kecewa penggawa timnas indonesia pasti batal penyelenggaraanpiala dunia udi indonesia ganjar batal kiamat sepakbola indonesia,negatif
11728,gua tuju benci israel kalah lapang bola fairplay dukung penuh suporter bendera palestina hancur mimpi main muda indonesia main piala dunia,positif
11729,indonesia gagal selenggara piala dunia status cabut fifa,negatif
11730,fifa mohon indonesia ringan sempat jalan wajib tuan rumah piala dunia sempat ikut giat sepak bola internasional terima kasih,positif
11731,judul salah indonesia kecewa ganjar batal indonesia tuan rumah piala dunia,negatif
11732,jg pingin bahagia tampil piala dunia jng korban impianx dng,positif
11733,inti gagal piala dunia disebabkaan komitmen paham tanda tangan kepala daerah konsisten,positif
11735,wakil presiden maruf amin pesepakbola hilang semangat pasca fifa umum indonesia batal tuan rumah piala dunia via,positif
11736,gampang kah ngasih semangat gabisa bayangin betapa sedih main timnas gagal raih cita tanding piala dunia tuan rumah,positif
11737,fifa batal status indonesia tuan rumah gelar piala dunia,netral
11738,amat sepak bola uny komarudin nilai indonesia fifa konsisten coret indonesia tuan rumah piala dunia,negatif
11739,video wajah pilu timnas gagal tampil piala dunia,negatif
11740,ngomong opo mas indonesia batal tuan rumah piala dunia gara gara ulah notabene dukung utama perintah ko malu negara pks wajar oposisi aneh tenan sampean iki,negatif
11741,starting eleven tolak timnas israel piala dunia salah satu,netral
11742,yawes tuan rumah piala dunia hidup dunia kuasa semena mena karma,netral
11743,sedia jawa salah venue piala dunia gelar salah alas ganjar amanat karno palestina,netral
11744,potret tangis main timnas indonesia gagal main piala dunia,negatif
11745,hey tuju main piala dunia main timnas main piala dunia,positif
11746,kader pdip ganjar gub wayan koster bilng takut ancan bom indonesia batal tuan rumah piala dunia anggap langgar sepakat fifa,negatif
11747,terimaksih ganjar tolak fifa resmi batal indonesia tuan rumah piala dunia,positif
11748,erick thohir juang maksimal fifa batal indonesia tuan rumah piala dunia,negatif
11749,piala dunia batal indonesia,netral
11750,gabutuh puji kek suka bangga puji tuan rumah piala dunia kek pas tuan rumah asi games hehehe,positif
11751,piala dunia batal gelar lolak salah yan,positif
11752,indonesia ambil untung gagal selenggara piala dunia indonesia,negatif
11753,wakil presiden maruf amin pesepakbola hilang semangat pasca fifa umum indonesia batal tuan rumah piala dunia,positif
11754,whoiiiibukankah kader peran ambil putus fifa batal indonesia tuan rumah piala dunia ukok cuci tanganotak taruh mana,positif
11756,nyeleksi capres kriteria ingkar goverment guarantee pildun partai pdip partai tolak piala dunia undah ttd goverment guarantee timbang goverment guarantee sifat internationalnaja ingkar rakyat,positif
11757,maret bencana olahraga tim nasional sepakbola indonesia rakyat indonesia indonesia kenal dunia hilang sempat tuan rumah piala dunia tuan rumah hak ekslusif kualifikasi,negatif
11758,shin tae yong aku patah hati lelah fifa putus copot indonesia tuan rumah shin tae yong gagal indonesia tuan rumah piala dunia rugi,negatif
11759,indonesia umumin host piala dunia emang harap,netral
